schema_version,word_id,base_en,pos,difficulty,created_utc,en_word,zh_word,zh_tr,ja_word,ja_tr,es_word,fr_word
,,anxious,,,,,,,,,,
,,any,,,,,,,,,,
,,any more,,,,,,,,,,
,,anybody,,,,,,,,,,
,,anyone,,,,,,,,,,
,,anything,,,,,,,,,,
,,anyway,,,,,,,,,,
,,anywhere,,,,,,,,,,
,,apart,,,,,,,,,,
,,apartment,,,,,,,,,,
,,apologize,,,,,,,,,,
,,app,,,,,,,,,,
,,apparent,,,,,,,,,,
,,apparently,,,,,,,,,,
,,appeal,,,,,,,,,,
,,appear,,,,,,,,,,
,,appearance,,,,,,,,,,
,,apple,,,,,,,,,,
,,application,,,,,,,,,,
,,apply,,,,,,,,,,
,,appointment,,,,,,,,,,
,,appreciate,,,,,,,,,,
,,approach,,,,,,,,,,
,,appropriate,,,,,,,,,,
,,approval,,,,,,,,,,
,,approve,,,,,,,,,,
,,approximately,,,,,,,,,,
,,april,,,,,,,,,,
,,architect,,,,,,,,,,
,,architecture,,,,,,,,,,
,,area,,,,,,,,,,
,,argue,,,,,,,,,,
,,argument,,,,,,,,,,
,,arise,,,,,,,,,,
,,arm,,,,,,,,,,
,,armed,,,,,,,,,,
,,arms,,,,,,,,,,
,,army,,,,,,,,,,
,,around,,,,,,,,,,
,,arrange,,,,,,,,,,
,,arrangement,,,,,,,,,,
,,arrest,,,,,,,,,,
,,arrival,,,,,,,,,,
,,arrive,,,,,,,,,,
,,art,,,,,,,,,,
,,article,,,,,,,,,,
,,artificial,,,,,,,,,,
,,artist,,,,,,,,,,
,,artistic,,,,,,,,,,
,,as,,,,,,,,,,
,,ashamed,,,,,,,,,,
,,ask,,,,,,,,,,
,,asleep,,,,,,,,,,
,,aspect,,,,,,,,,,
,,assess,,,,,,,,,,
,,assessment,,,,,,,,,,
,,assignment,,,,,,,,,,
,,assist,,,,,,,,,,
,,assistant,,,,,,,,,,
,,associate,,,,,,,,,,
,,associated,,,,,,,,,,
,,association,,,,,,,,,,
,,assume,,,,,,,,,,
,,at,,,,,,,,,,
,,athlete,,,,,,,,,,
,,atmosphere,,,,,,,,,,
,,attach,,,,,,,,,,
,,attack,,,,,,,,,,
,,attempt,,,,,,,,,,
,,attend,,,,,,,,,,
,,attention,,,,,,,,,,
,,attitude,,,,,,,,,,
,,attract,,,,,,,,,,
,,attraction,,,,,,,,,,
,,attractive,,,,,,,,,,
,,audience,,,,,,,,,,
,,august,,,,,,,,,,
,,aunt,,,,,,,,,,
,,author,,,,,,,,,,
,,authority,,,,,,,,,,
,,autumn,,,,,,,,,,
,,available,,,,,,,,,,
,,average,,,,,,,,,,
,,avoid,,,,,,,,,,
,,award,,,,,,,,,,
,,aware,,,,,,,,,,
,,away,,,,,,,,,,
,,awful,,,,,,,,,,
,,baby,,,,,,,,,,
,,back,,,,,,,,,,
,,background,,,,,,,,,,
,,backwards,,,,,,,,,,
,,bacteria,,,,,,,,,,
,,bad,,,,,,,,,,
,,badly,,,,,,,,,,
,,bag,,,,,,,,,,
,,bake,,,,,,,,,,
,,balance,,,,,,,,,,
,,ball,,,,,,,,,,
,,ban,,,,,,,,,,
,,banana,,,,,,,,,,
,,band,,,,,,,,,,
,,bank,,,,,,,,,,
,,bar,,,,,,,,,,
,,barrier,,,,,,,,,,
,,base,,,,,,,,,,
,,baseball,,,,,,,,,,
,,based,,,,,,,,,,
,,basic,,,,,,,,,,
,,basically,,,,,,,,,,
,,basis,,,,,,,,,,
,,basketball,,,,,,,,,,
,,bath,,,,,,,,,,
,,bathroom,,,,,,,,,,
,,battery,,,,,,,,,,
,,battle,,,,,,,,,,
,,be,,,,,,,,,,
,,beach,,,,,,,,,,
,,bean,,,,,,,,,,
,,bear,,,,,,,,,,
,,beat,,,,,,,,,,
,,beautiful,,,,,,,,,,
,,beauty,,,,,,,,,,
,,because,,,,,,,,,,
,,become,,,,,,,,,,
,,bed,,,,,,,,,,
,,bedroom,,,,,,,,,,
,,bee,,,,,,,,,,
,,beef,,,,,,,,,,
,,beer,,,,,,,,,,
,,before,,,,,,,,,,
,,beg,,,,,,,,,,
,,begin,,,,,,,,,,
,,beginning,,,,,,,,,,
,,behave,,,,,,,,,,
,,behavior,,,,,,,,,,
,,behind,,,,,,,,,,
,,being,,,,,,,,,,
,,belief,,,,,,,,,,
,,believe,,,,,,,,,,
,,bell,,,,,,,,,,
,,belong,,,,,,,,,,
,,below,,,,,,,,,,
,,belt,,,,,,,,,,
,,bend,,,,,,,,,,
,,benefit,,,,,,,,,,
,,bent,,,,,,,,,,
,,best,,,,,,,,,,
,,bet,,,,,,,,,,
,,better,,,,,,,,,,
,,between,,,,,,,,,,
,,beyond,,,,,,,,,,
,,bicycle,,,,,,,,,,
,,big,,,,,,,,,,
,,bike,,,,,,,,,,
,,bill,,,,,,,,,,
,,billion,,,,,,,,,,
,,bin,,,,,,,,,,
,,biology,,,,,,,,,,
,,bird,,,,,,,,,,
,,birth,,,,,,,,,,
,,birthday,,,,,,,,,,
,,biscuit,,,,,,,,,,
,,bit,,,,,,,,,,
,,bite,,,,,,,,,,
,,bitter,,,,,,,,,,
,,black,,,,,,,,,,
,,blame,,,,,,,,,,
,,blank,,,,,,,,,,
,,blind,,,,,,,,,,
,,block,,,,,,,,,,
,,blog,,,,,,,,,,
,,blonde,,,,,,,,,,
,,blood,,,,,,,,,,
,,blow,,,,,,,,,,
,,blue,,,,,,,,,,
,,board,,,,,,,,,,
,,boat,,,,,,,,,,
,,body,,,,,,,,,,
,,boil,,,,,,,,,,
,,bomb,,,,,,,,,,
,,bond,,,,,,,,,,
,,bone,,,,,,,,,,
,,book,,,,,,,,,,
,,boot,,,,,,,,,,
,,border,,,,,,,,,,
,,bored,,,,,,,,,,
,,boring,,,,,,,,,,
,,born,,,,,,,,,,
,,borrow,,,,,,,,,,
,,boss,,,,,,,,,,
,,both,,,,,,,,,,
,,bother,,,,,,,,,,
,,bottle,,,,,,,,,,
,,bottom,,,,,,,,,,
,,bowl,,,,,,,,,,
,,box,,,,,,,,,,
,,boy,,,,,,,,,,
,,boyfriend,,,,,,,,,,
,,brain,,,,,,,,,,
,,branch,,,,,,,,,,
,,brand,,,,,,,,,,
,,brave,,,,,,,,,,
,,bread,,,,,,,,,,
,,break,,,,,,,,,,
,,breakfast,,,,,,,,,,
,,breast,,,,,,,,,,
,,breath,,,,,,,,,,
,,breathe,,,,,,,,,,
,,breathing,,,,,,,,,,
,,bride,,,,,,,,,,
,,bridge,,,,,,,,,,
,,brief,,,,,,,,,,
,,bright,,,,,,,,,,
,,brilliant,,,,,,,,,,
,,bring,,,,,,,,,,
,,broad,,,,,,,,,,
,,broadcast,,,,,,,,,,
,,broken,,,,,,,,,,
,,brother,,,,,,,,,,
,,brown,,,,,,,,,,
,,brush,,,,,,,,,,
,,bubble,,,,,,,,,,
,,budget,,,,,,,,,,
,,build,,,,,,,,,,
,,building,,,,,,,,,,
,,bullet,,,,,,,,,,
,,bunch,,,,,,,,,,
,,burn,,,,,,,,,,
,,bury,,,,,,,,,,
,,bus,,,,,,,,,,
,,bush,,,,,,,,,,
,,business,,,,,,,,,,
,,businessman,,,,,,,,,,
,,busy,,,,,,,,,,
,,but,,,,,,,,,,
,,butter,,,,,,,,,,
,,button,,,,,,,,,,
,,buy,,,,,,,,,,
,,by,,,,,,,,,,
,,bye,,,,,,,,,,
,,cable,,,,,,,,,,
,,cafe,,,,,,,,,,
,,cake,,,,,,,,,,
,,calculate,,,,,,,,,,
,,call,,,,,,,,,,
,,calm,,,,,,,,,,
,,camera,,,,,,,,,,
,,camp,,,,,,,,,,
,,campaign,,,,,,,,,,
,,camping,,,,,,,,,,
,,campus,,,,,,,,,,
,,can,,,,,,,,,,
,,cancel,,,,,,,,,,
,,cancer,,,,,,,,,,
,,candidate,,,,,,,,,,
,,cannot,,,,,,,,,,
,,cap,,,,,,,,,,
,,capable,,,,,,,,,,
,,capacity,,,,,,,,,,
,,capital,,,,,,,,,,
,,captain,,,,,,,,,,
,,capture,,,,,,,,,,
,,car,,,,,,,,,,
,,card,,,,,,,,,,
,,care,,,,,,,,,,
,,career,,,,,,,,,,
,,careful,,,,,,,,,,
,,carefully,,,,,,,,,,
,,careless,,,,,,,,,,
,,carpet,,,,,,,,,,
,,carrot,,,,,,,,,,
,,carry,,,,,,,,,,
,,cartoon,,,,,,,,,,
,,case,,,,,,,,,,
,,cash,,,,,,,,,,
,,cast,,,,,,,,,,
,,castle,,,,,,,,,,
,,cat,,,,,,,,,,
,,catch,,,,,,,,,,
,,category,,,,,,,,,,
,,cause,,,,,,,,,,
,,cd,,,,,,,,,,
,,ceiling,,,,,,,,,,
,,celebrate,,,,,,,,,,
,,celebration,,,,,,,,,,
,,celebrity,,,,,,,,,,
,,cell,,,,,,,,,,
,,cent,,,,,,,,,,
,,central,,,,,,,,,,
,,center,,,,,,,,,,
,,century,,,,,,,,,,
,,ceremony,,,,,,,,,,
,,certain,,,,,,,,,,
,,certainly,,,,,,,,,,
,,chain,,,,,,,,,,
,,chair,,,,,,,,,,
,,chairman,,,,,,,,,,
,,challenge,,,,,,,,,,
,,champion,,,,,,,,,,
,,chance,,,,,,,,,,
,,change,,,,,,,,,,
,,channel,,,,,,,,,,
,,chapter,,,,,,,,,,
,,character,,,,,,,,,,
,,characteristic,,,,,,,,,,
,,charge,,,,,,,,,,
,,charity,,,,,,,,,,
,,chart,,,,,,,,,,
,,chat,,,,,,,,,,
,,cheap,,,,,,,,,,
,,cheat,,,,,,,,,,
,,check,,,,,,,,,,
,,cheerful,,,,,,,,,,
,,cheese,,,,,,,,,,
,,chef,,,,,,,,,,
,,chemical,,,,,,,,,,
,,chemistry,,,,,,,,,,
,,chest,,,,,,,,,,
,,chicken,,,,,,,,,,
,,chief,,,,,,,,,,
,,child,,,,,,,,,,
,,childhood,,,,,,,,,,
,,chip,,,,,,,,,,
,,chocolate,,,,,,,,,,
,,choice,,,,,,,,,,
,,choose,,,,,,,,,,
,,church,,,,,,,,,,
,,cigarette,,,,,,,,,,
,,cinema,,,,,,,,,,
,,circle,,,,,,,,,,
,,circumstance,,,,,,,,,,
,,cite,,,,,,,,,,
,,citizen,,,,,,,,,,
,,city,,,,,,,,,,
,,civil,,,,,,,,,,
,,claim,,,,,,,,,,
,,class,,,,,,,,,,
,,classic,,,,,,,,,,
,,classical,,,,,,,,,,
,,classroom,,,,,,,,,,
,,clause,,,,,,,,,,
,,clean,,,,,,,,,,
,,clear,,,,,,,,,,
,,clearly,,,,,,,,,,
,,clever,,,,,,,,,,
,,click,,,,,,,,,,
,,client,,,,,,,,,,
,,climate,,,,,,,,,,
,,climb,,,,,,,,,,
,,clock,,,,,,,,,,
,,close,,,,,,,,,,
,,closed,,,,,,,,,,
,,closely,,,,,,,,,,
,,cloth,,,,,,,,,,
,,clothes,,,,,,,,,,
,,clothing,,,,,,,,,,
,,cloud,,,,,,,,,,
,,club,,,,,,,,,,
,,clue,,,,,,,,,,
,,coach,,,,,,,,,,
,,coal,,,,,,,,,,
,,coast,,,,,,,,,,
,,coat,,,,,,,,,,
,,code,,,,,,,,,,
,,coffee,,,,,,,,,,
,,coin,,,,,,,,,,
,,cold,,,,,,,,,,
,,collapse,,,,,,,,,,
,,colleague,,,,,,,,,,
,,collect,,,,,,,,,,
,,collection,,,,,,,,,,
,,college,,,,,,,,,,
,,color,,,,,,,,,,
,,colored,,,,,,,,,,
,,column,,,,,,,,,,
,,combination,,,,,,,,,,
,,combine,,,,,,,,,,
,,come,,,,,,,,,,
,,comedy,,,,,,,,,,
,,comfort,,,,,,,,,,
,,comfortable,,,,,,,,,,
,,command,,,,,,,,,,
,,comment,,,,,,,,,,
,,commercial,,,,,,,,,,
,,commission,,,,,,,,,,
,,commit,,,,,,,,,,
,,commitment,,,,,,,,,,
,,committee,,,,,,,,,,
,,common,,,,,,,,,,
,,commonly,,,,,,,,,,
,,communicate,,,,,,,,,,
,,communication,,,,,,,,,,
,,community,,,,,,,,,,
,,company,,,,,,,,,,
,,compare,,,,,,,,,,
,,comparison,,,,,,,,,,
,,compete,,,,,,,,,,
,,competition,,,,,,,,,,
,,competitive,,,,,,,,,,
,,competitor,,,,,,,,,,
,,complain,,,,,,,,,,
,,complaint,,,,,,,,,,
,,complete,,,,,,,,,,
,,completely,,,,,,,,,,
,,complex,,,,,,,,,,
,,complicated,,,,,,,,,,
,,component,,,,,,,,,,
,,computer,,,,,,,,,,
,,concentrate,,,,,,,,,,
,,concentration,,,,,,,,,,
,,concept,,,,,,,,,,
,,concern,,,,,,,,,,
,,concerned,,,,,,,,,,
,,concert,,,,,,,,,,
,,conclude,,,,,,,,,,
,,conclusion,,,,,,,,,,
,,condition,,,,,,,,,,
,,conduct,,,,,,,,,,
,,conference,,,,,,,,,,
,,confidence,,,,,,,,,,
,,confident,,,,,,,,,,
,,confirm,,,,,,,,,,
,,conflict,,,,,,,,,,
,,confuse,,,,,,,,,,
,,confused,,,,,,,,,,
,,confusing,,,,,,,,,,
,,connect,,,,,,,,,,
,,connected,,,,,,,,,,
,,connection,,,,,,,,,,
,,conscious,,,,,,,,,,
,,consequence,,,,,,,,,,
,,conservative,,,,,,,,,,
,,consider,,,,,,,,,,
,,consideration,,,,,,,,,,
,,consist,,,,,,,,,,
,,consistent,,,,,,,,,,
,,constant,,,,,,,,,,
,,constantly,,,,,,,,,,
,,construct,,,,,,,,,,
,,construction,,,,,,,,,,
,,consume,,,,,,,,,,
,,consumer,,,,,,,,,,
,,contact,,,,,,,,,,
,,contain,,,,,,,,,,
,,container,,,,,,,,,,
,,contemporary,,,,,,,,,,
,,content,,,,,,,,,,
,,contest,,,,,,,,,,
,,context,,,,,,,,,,
,,continent,,,,,,,,,,
,,continue,,,,,,,,,,
,,continuous,,,,,,,,,,
,,contract,,,,,,,,,,
,,contrast,,,,,,,,,,
,,contribute,,,,,,,,,,
,,contribution,,,,,,,,,,
,,control,,,,,,,,,,
,,convenient,,,,,,,,,,
,,conversation,,,,,,,,,,
,,convert,,,,,,,,,,
,,convince,,,,,,,,,,
,,convinced,,,,,,,,,,
,,cook,,,,,,,,,,
,,cooker,,,,,,,,,,
,,cooking,,,,,,,,,,
,,cool,,,,,,,,,,
,,copy,,,,,,,,,,
,,core,,,,,,,,,,
,,corner,,,,,,,,,,
,,corporate,,,,,,,,,,
,,correct,,,,,,,,,,
,,correctly,,,,,,,,,,
,,cost,,,,,,,,,,
,,costume,,,,,,,,,,
,,cottage,,,,,,,,,,
,,cotton,,,,,,,,,,
,,could,,,,,,,,,,
,,council,,,,,,,,,,
,,count,,,,,,,,,,
,,country,,,,,,,,,,
,,countryside,,,,,,,,,,
,,county,,,,,,,,,,
,,couple,,,,,,,,,,
,,courage,,,,,,,,,,
,,course,,,,,,,,,,
,,court,,,,,,,,,,
,,cousin,,,,,,,,,,
,,cover,,,,,,,,,,
,,covered,,,,,,,,,,
,,cow,,,,,,,,,,
,,crash,,,,,,,,,,
,,crazy,,,,,,,,,,
,,cream,,,,,,,,,,
,,create,,,,,,,,,,
,,creation,,,,,,,,,,
,,creative,,,,,,,,,,
,,creature,,,,,,,,,,
,,credit,,,,,,,,,,
,,crew,,,,,,,,,,
,,crime,,,,,,,,,,
,,criminal,,,,,,,,,,
,,crisis,,,,,,,,,,
,,criterion,,,,,,,,,,
,,critic,,,,,,,,,,
,,critical,,,,,,,,,,
,,criticism,,,,,,,,,,
,,criticize,,,,,,,,,,
,,crop,,,,,,,,,,
,,cross,,,,,,,,,,
,,crowd,,,,,,,,,,
,,crowded,,,,,,,,,,
,,crucial,,,,,,,,,,
,,cruel,,,,,,,,,,
,,cry,,,,,,,,,,
,,cultural,,,,,,,,,,
,,culture,,,,,,,,,,
,,cup,,,,,,,,,,
,,cupboard,,,,,,,,,,
,,cure,,,,,,,,,,
,,curly,,,,,,,,,,
,,currency,,,,,,,,,,
,,current,,,,,,,,,,
,,currently,,,,,,,,,,
,,curtain,,,,,,,,,,
